07/22/2018,15:40,,,40.658577,-73.89063,POINT (-73.89063 40.658577),PENNSYLVANIA AVENUE             ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3946968,Sedan,,,,
07/28/2016,2:25,MANHATTAN,10030,40.814205,-73.94453,POINT (-73.94453 40.814205),,,2264      7 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3489309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/04/2016,19:00,,,40.76903,-73.88203,POINT (-73.88203 40.76903),GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3496920,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/03/2016,18:00,,,40.626568,-73.970924,POINT (-73.970924 40.626568),OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3494122,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/30/2016,19:55,BROOKLYN,11219,40.63011,-74.01001,POINT (-74.01001 40.63011),FORT HAMILTON PARKWAY           ,66 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3491202,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,16:15,BROOKLYN,11213,40.668495,-73.925606,POINT (-73.925606 40.668495),BUFFALO AVENUE                  ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500398,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/04/2016,8:23,BRONX,10463,40.88561,-73.9018,POINT (-73.9018 40.88561),CORLEAR AVENUE                  ,WEST 238 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3494058,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/27/2016,15:40,BROOKLYN,11207,40.676594,-73.89038,POINT (-73.89038 40.676594),ATLANTIC AVENUE                 ,HENDRIX STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3492158,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/19/2016,8:25,,,40.59497,-73.76071,POINT (-73.76071 40.59497),BEACH 28 STREET                 ,SEAGIRT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503637,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/31/2016,17:00,BROOKLYN,11235,40.58196,-73.959946,POINT (-73.959946 40.58196),NEPTUNE AVENUE                  ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3491894,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/29/2016,12:50,,,40.64858,-73.87144,POINT (-73.87144 40.64858),BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3495773,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/04/2016,17:50,BROOKLYN,11218,40.64836,-73.96957,POINT (-73.96957 40.64836),,,15        STRATFORD ROAD                ,0,0,0,0,0,0,0,0,Oversized Vehicle,Following Too Closely,,,,3533189,PICK-UP TRUCK,PASSENGER VEHICLE,,,
08/06/2016,1:00,BROOKLYN,11213,40.66925,-73.93944,POINT (-73.93944 40.66925),EASTERN PARKWAY                 ,ALBANY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3495735,PASSENGER VEHICLE,MOTORCYCLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,
08/18/2016,17:00,,,40.767735,-73.9185,POINT (-73.9185 40.767735),33 STREET                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3503753,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/11/2016,18:40,MANHATTAN,10040,40.856678,-73.92679,POINT (-73.92679 40.856678),,,568       AUDUBON AVENUE                ,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,3498562,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/08/2016,8:00,,,40.666122,-73.93139,POINT (-73.93139 40.666122),UTICA AVENUE                    ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3497333,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,
08/16/2016,8:47,,,40.730137,-73.862366,POINT (-73.862366 40.730137),QUEENS BOULEVARD                ,63 DRIVE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3502034,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/10/2016,6:16,,,40.727776,-73.92902,POINT (-73.92902 40.727776),BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3498290,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/17/2016,12:23,STATEN ISLAND,10304,40.61695,-74.08226,POINT (-74.08226 40.61695),,,339       VANDERBILT AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3502725,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/16/2016,8:54,MANHATTAN,10128,40.779995,-73.94886,POINT (-73.94886 40.779995),,,340       EAST 90 STREET                ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3501504,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,,
08/17/2016,8:00,BROOKLYN,11217,40.685192,-73.977036,POINT (-73.977036 40.685192),HANSON PLACE                    ,SAINT FELIX STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3501910,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/03/2016,14:55,BRONX,10456,40.83354,-73.89631,POINT (-73.89631 40.83354),BOSTON ROAD                     ,PROSPECT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unsafe Lane Changing,,,,3494958,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/29/2016,12:15,MANHATTAN,10018,40.75525,-73.998665,POINT (-73.998665 40.75525),10 AVENUE                       ,WEST 35 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3490961,BICYCLE,SMALL COM VEH(4 TIRES) ,BICYCLE,,
07/11/2015,20:50,,,,,,,,499 NORTH GANNON AVENUE                 ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3259045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/13/2016,0:26,,,40.660454,-73.9123,POINT (-73.9123 40.660454),AMBOY STREET                    ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3501120,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/11/2016,4:10,QUEENS,11385,40.708263,-73.895584,POINT (-73.895584 40.708263),64 STREET                       ,WOODBINE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,3498858,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/04/2016,12:00,QUEENS,11361,40.76246,-73.772224,POINT (-73.772224 40.76246),,,212-04    42 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3498329,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/28/2016,8:10,,,40.72837,-73.871155,POINT (-73.871155 40.72837),WOODHAVEN BOULEVARD             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3490359,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/12/2016,8:00,,,40.880657,-73.877625,POINT (-73.877625 40.880657),WAYNE AVENUE                    ,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3500189,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/07/2016,8:35,BROOKLYN,11226,40.64944,-73.96308,POINT (-73.96308 40.64944),CHURCH AVENUE                   ,EAST 18 STREET,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,,,,3495720,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/12/2016,19:20,QUEENS,11355,40.756046,-73.81307,POINT (-73.81307 40.756046),149 STREET                      ,45 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3499309,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/10/2016,19:15,MANHATTAN,10001,40.748974,-74.00324,POINT (-74.00324 40.748974),10 AVENUE                       ,WEST 25 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3497797,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,
07/30/2016,7:01,BRONX,10468,40.86762,-73.89585,POINT (-73.89585 40.86762),,,2690      MORRIS AVENUE                 ,1,0,1,0,0,0,0,0,Unspecified,,,,,3493415,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/29/2016,21:30,BROOKLYN,11207,40.65556,-73.892715,POINT (-73.892715 40.65556),STANLEY AVENUE                  ,MALTA STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3492186,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
07/30/2016,10:45,,,40.57928,-74.16349,POINT (-74.16349 40.57928),,,STATEN ISLAND MALL DRIVE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3490846,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/08/2016,14:45,BROOKLYN,11210,40.632072,-73.940796,POINT (-73.940796 40.632072),AVENUE H                        ,EAST 37 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3506090,PASSENGER VEHICLE,VAN,,,
08/09/2016,16:00,,,40.659138,-73.998856,POINT (-73.998856 40.659138),27 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3497362,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/29/2016,17:22,BROOKLYN,11201,40.701527,-73.986755,POINT (-73.986755 40.701527),JAY STREET                      ,YORK STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3491230,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08/02/2016,12:30,MANHATTAN,10029,40.78393,-73.94423,POINT (-73.94423 40.78393),EAST 97 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3497108,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/20/2016,4:26,,,40.834034,-73.89528,POINT (-73.89528 40.834034),BOSTON ROAD                     ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3503880,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/17/2016,16:28,BROOKLYN,11206,40.698204,-73.94976,POINT (-73.94976 40.698204),,,499       MARCY AVENUE                  ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3502501,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,,
08/05/2016,19:00,QUEENS,11354,40.76152,-73.83293,POINT (-73.83293 40.76152),36 ROAD                         ,PRINCE STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3494702,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/08/2016,11:29,MANHATTAN,10021,40.76922,-73.961006,POINT (-73.961006 40.76922),,,1232      3 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3496267,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE
08/03/2016,21:30,QUEENS,11418,40.699215,-73.81609,POINT (-73.81609 40.699215),91 AVENUE                       ,135 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3494282,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/04/2016,7:53,MANHATTAN,10029,40.78858,-73.955284,POINT (-73.955284 40.78858),EAST 97 STREET                  ,5 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3533120,TAXI,BICYCLE,,,
07/29/2016,12:00,MANHATTAN,10033,40.85051,-73.93105,POINT (-73.93105 40.85051),WEST 184 STREET                 ,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3489995,PASSENGER VEHICLE,,,,
08/06/2016,12:50,QUEENS,11432,40.71001,-73.79474,POINT (-73.79474 40.71001),168 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3495978,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2016,18:40,,,40.86692,-73.88413,POINT (-73.88413 40.86692),WEBSTER AVENUE                  ,,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3502373,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,19:40,QUEENS,11429,40.711006,-73.729675,POINT (-73.729675 40.711006),103 AVENUE                      ,225 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3498255,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,9:30,,,40.636494,-73.98701,POINT (-73.98701 40.636494),,,44 STREET                               ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3495672,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,
08/08/2016,10:10,BROOKLYN,11220,40.639763,-74.0356,POINT (-74.0356 40.639763),SHORE ROAD                      ,68 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3497310,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/07/2016,4:30,,,40.634865,-74.135826,POINT (-74.135826 40.634865),,,137       CHARLES AVENUE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3495257,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/12/2016,14:05,BROOKLYN,11233,40.672657,-73.922226,POINT (-73.922226 40.672657),,,483       RALPH AVENUE                  ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3499179,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/09/2016,17:06,,,,,,RICHMOND ROAD                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499058,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/05/2016,23:05,,,40.74961,-73.95106,POINT (-73.95106 40.74961),10 STREET                       ,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3498910,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/12/2016,11:52,MANHATTAN,10021,40.76781,-73.96202,POINT (-73.96202 40.76781),EAST 69 STREET                  ,3 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3499109,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,11:30,BROOKLYN,11205,40.69412,-73.96017,POINT (-73.96017 40.69412),TAAFFE PLACE                    ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,3497421,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,
08/18/2016,12:00,,,40.768684,-73.90562,POINT (-73.90562 40.768684),45 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3503748,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/15/2016,16:36,BROOKLYN,11215,,,,,,27        PROSPECT PARK WEST            ,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3501170,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08/18/2016,20:00,QUEENS,11412,40.69733,-73.76202,POINT (-73.76202 40.69733),FARMERS BOULEVARD               ,114 ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3503390,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/04/2016,18:00,,,40.66929,-73.842445,POINT (-73.842445 40.66929),CROSS BAY BOULEVARD             ,NORTH CONDUIT AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3495179,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,MOTORCYCLE,
08/19/2016,17:57,MANHATTAN,10001,40.748646,-73.98505,POINT (-73.98505 40.748646),,,1         WEST 34 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3503851,Bus,Bus,,,
08/05/2016,13:00,BROOKLYN,11212,40.658836,-73.92046,POINT (-73.92046 40.658836),EAST 95 STREET                  ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3496539,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08/19/2016,10:15,,,40.846565,-73.92589,POINT (-73.92589 40.846565),MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3503509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/16/2016,10:00,,,40.70862,-74.01512,POINT (-74.01512 40.70862),WEST STREET                     ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3502153,OTHER,PASSENGER VEHICLE,,,
08/07/2016,21:00,,,40.68091,-73.78106,POINT (-73.78106 40.68091),BREWER BOULEVARD                ,120 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,3496142,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/12/2016,9:50,QUEENS,11354,40.764378,-73.81007,POINT (-73.81007 40.764378),NORTHERN BOULEVARD              ,155 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3498962,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/16/2016,15:00,QUEENS,11356,40.78322,-73.84586,POINT (-73.84586 40.78322),18 AVENUE                       ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3502001,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,
08/19/2016,13:45,BROOKLYN,11233,40.682762,-73.91998,POINT (-73.91998 40.682762),,,162       HOWARD AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3504734,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/17/2016,13:30,QUEENS,11416,40.68204,-73.859474,POINT (-73.859474 40.68204),,,97-29     80 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504796,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/11/2016,19:47,QUEENS,11354,40.746635,-73.82535,POINT (-73.82535 40.746635),NORTHERN BOULEVARD              ,PRINCE STREET,,1,0,0,0,0,0,1,0,Following Too Closely,,,,,3498942,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/08/2016,13:30,,,40.588924,-74.167625,POINT (-74.167625 40.588924),,,RICHMOND AVENUE                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3496964,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/30/2016,15:17,BROOKLYN,11216,40.680107,-73.93749,POINT (-73.93749 40.680107),,,492       MARCUS GARVEY BOULEVARD       ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3492261,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/05/2016,16:02,,,40.85797,-73.87272,POINT (-73.87272 40.85797),BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3496470,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
07/28/2016,16:11,MANHATTAN,10065,40.768597,-73.967766,POINT (-73.967766 40.768597),MADISON AVENUE                  ,EAST 67 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3489951,PASSENGER VEHICLE,MOTORCYCLE,MOTORCYCLE,PASSENGER VEHICLE,
07/31/2016,10:22,QUEENS,11385,40.703377,-73.86343,POINT (-73.86343 40.703377),UNION TURNPIKE                  ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3492394,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/29/2016,19:15,BROOKLYN,11222,40.738853,-73.952736,POINT (-73.952736 40.738853),,,PULASKI BRIDGE                          ,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3620672,Motorcycle,Motorbike,,,
07/28/2016,19:30,MANHATTAN,10023,40.77447,-73.97975,POINT (-73.97975 40.77447),,,75        WEST 68 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3491072,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,2:15,MANHATTAN,10011,40.741642,-74.00487,POINT (-74.00487 40.741642),WEST 15 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3497786,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08/16/2016,10:30,,,40.772114,-73.8314,POINT (-73.8314 40.772114),WHITESTONE EXPRESSWAY           ,20 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3501326,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/31/2016,12:00,QUEENS,11373,40.74026,-73.867325,POINT (-73.867325 40.74026),JUNCTION BOULEVARD              ,52 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3493110,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/11/2016,14:09,QUEENS,11434,40.678288,-73.779434,POINT (-73.779434 40.678288),,,127-04    BREWER BOULEVARD              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3499018,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2016,12:10,,,40.6961,-73.96249,POINT (-73.96249 40.6961),PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3500461,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/18/2016,18:17,,,40.74355,-73.73246,POINT (-73.73246 40.74355),GRAND CENTRAL PKWY              ,,,2,0,0,0,0,0,2,0,Brakes Defective,Unspecified,Unspecified,Unspecified,,3503303,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/19/2016,16:20,,,40.830154,-73.93964,POINT (-73.93964 40.830154),WEST 155 STREET                 ,EDGECOMBE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3503877,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/28/2016,17:30,BROOKLYN,11211,40.710716,-73.95359,POINT (-73.95359 40.710716),BORINQUEN PLACE                 ,KEAP STREET,,2,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3490308,BICYCLE,PASSENGER VEHICLE,,,
07/27/2016,18:05,BROOKLYN,11216,40.670006,-73.95328,POINT (-73.95328 40.670006),EASTERN PARKWAY                 ,ROGERS AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3489572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/02/2016,16:01,,,40.57333,-74.117836,POINT (-74.117836 40.57333),NEW DORP PLAZA                  ,ROSE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3493824,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
07/29/2016,15:30,BROOKLYN,11206,40.699818,-73.95632,POINT (-73.95632 40.699818),,,115       WALLABOUT STREET              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3493613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/18/2016,22:30,BRONX,10453,40.85809,-73.901924,POINT (-73.901924 40.85809),MORRIS AVENUE                   ,EAST 183 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503001,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/07/2016,11:20,BROOKLYN,11215,40.655247,-73.981804,POINT (-73.981804 40.655247),20 STREET                       ,MC DONALD AVENUE,,1,0,0,0,1,0,0,0,Pavement Defective,,,,,3532502,BICYCLE,,,,
